Student_ID,Sleep_Hours,Assignment_Count,Screen_Time_Hours,Attendance_Percentage,Study_Hours,Social_Media_Usage_Hours,Burnout_Score,Stress_Level
STU08458,6.1,9,1.6,66,6.1,5.1,43.2,Medium
STU08459,4.8,1,7.6,46,1.0,6.1,38.2,Medium
STU08460,4.2,12,1.5,75,5.2,4.0,46.0,Medium
STU08461,3.9,4,10.1,78,2.4,6.5,47.7,Medium
STU08462,5.5,9,5.6,67,7.6,5.1,54.5,Medium
STU08463,6.7,0,3.1,75,8.4,4.9,29.6,Low
STU08464,3.9,10,11.9,86,0.6,6.2,51.6,Medium
STU08465,4.2,6,1.2,59,5.4,0.9,32.7,Low
STU08466,4.1,6,9.0,89,9.2,2.6,45.4,Medium
STU08467,7.1,3,2.7,52,7.1,2.1,36.1,Medium
STU08468,8.9,0,10.6,61,7.4,6.8,36.8,Medium
STU08469,8.5,0,6.1,43,2.0,7.7,25.8,Low
STU08470,7.6,11,2.8,73,8.7,5.2,50.5,Medium
STU08471,7.5,7,8.8,66,6.8,3.7,40.9,Medium
STU08472,7.0,3,10.4,65,0.5,5.1,34.3,Low
STU08473,5.8,0,11.1,66,7.2,3.1,35.2,Medium
STU08474,3.7,14,10.4,78,8.4,6.0,68.5,High
STU08475,4.2,0,3.9,78,7.4,1.6,30.8,Low
STU08476,7.8,12,1.7,60,9.1,7.3,52.2,Medium
STU08477,3.5,15,10.4,54,8.7,3.4,68.5,High
STU08478,9.2,13,7.2,42,1.0,1.5,38.9,Medium
STU08479,8.5,5,1.7,53,9.7,5.2,43.0,Medium
STU08480,7.7,11,3.1,72,1.0,4.0,38.0,Medium
STU08481,6.9,10,9.9,47,3.9,7.0,56.7,Medium
STU08482,3.7,15,1.4,71,4.6,3.2,46.5,Medium
STU08483,6.6,8,11.7,58,7.4,2.2,52.3,Medium
STU08484,6.4,4,1.4,58,2.1,1.1,19.7,Low
STU08485,4.7,9,10.2,47,5.8,6.1,54.1,Medium
STU08486,9.5,5,3.8,56,9.5,7.2,43.9,Medium
STU08487,7.3,15,3.9,46,7.7,6.4,58.2,Medium
STU08488,6.2,5,10.9,88,6.2,5.6,41.3,Medium
STU08489,8.4,2,3.2,87,9.1,2.4,28.1,Low
STU08490,9.5,7,7.4,58,8.3,5.1,46.6,Medium
STU08491,5.4,12,6.1,88,6.5,3.2,48.2,Medium
STU08492,5.0,7,3.5,95,9.2,5.4,44.5,Medium
STU08493,9.0,1,11.2,61,8.0,7.4,43.4,Medium
STU08494,8.6,2,2.6,79,2.3,1.1,16.3,Low
STU08495,4.5,11,9.0,43,9.1,2.0,55.4,Medium
STU08496,8.0,15,10.5,87,8.4,2.2,55.2,Medium
STU08497,4.5,10,10.6,84,9.0,5.8,58.7,Medium
STU08498,6.5,9,8.7,66,2.6,5.4,49.4,Medium
STU08499,4.7,0,5.3,45,1.9,5.3,32.5,Low
STU08500,5.9,1,4.1,71,2.6,6.5,25.4,Low
STU08501,5.7,14,5.0,93,6.5,2.7,49.3,Medium
STU08502,6.5,0,6.4,53,9.0,6.1,37.4,Medium
STU08503,5.6,9,3.1,45,6.7,1.5,46.9,Medium
STU08504,9.1,14,7.8,87,4.2,5.9,46.2,Medium
STU08505,4.2,3,11.8,61,4.7,3.4,49.4,Medium
STU08506,7.4,0,4.5,62,8.2,3.1,27.7,Low
STU08507,4.6,15,6.3,85,6.3,6.8,59.7,Medium
STU08508,6.1,8,7.9,91,4.6,1.3,41.5,Medium
STU08509,8.1,13,9.2,72,7.6,5.2,52.0,Medium
STU08510,5.3,14,11.8,94,7.4,7.9,63.9,Medium
STU08511,4.8,10,7.3,57,0.7,1.4,42.5,Medium
STU08512,8.8,5,2.5,98,0.8,4.8,24.5,Low
STU08513,9.2,0,10.9,43,5.9,1.3,28.7,Low
STU08514,7.2,10,6.3,67,7.9,1.0,47.2,Medium
STU08515,7.5,4,5.2,79,1.1,5.5,32.8,Low
STU08516,7.6,6,4.2,96,2.3,1.5,19.8,Low
STU08517,6.3,15,1.9,48,4.7,5.8,53.0,Medium
STU08518,8.0,11,9.5,41,8.6,6.1,59.6,Medium
STU08519,7.9,15,4.3,89,9.0,5.0,47.2,Medium
STU08520,7.0,2,6.3,65,3.5,6.1,31.0,Low
STU08521,6.8,12,10.7,93,3.6,8.0,52.8,Medium
STU08522,8.0,1,7.1,52,2.1,4.4,31.2,Low
STU08523,3.8,5,5.1,59,9.1,1.2,39.4,Medium
STU08524,6.7,11,3.1,43,2.3,7.2,45.5,Medium
STU08525,8.6,15,9.3,45,7.2,1.3,50.9,Medium
STU08526,5.4,7,3.8,67,9.7,3.1,40.5,Medium
STU08527,7.1,13,2.4,81,6.2,5.1,43.6,Medium
STU08528,7.8,14,5.4,64,1.6,4.8,43.0,Medium
STU08529,7.4,4,6.2,76,1.0,3.1,25.6,Low
STU08530,5.9,10,1.1,73,5.9,3.3,38.7,Medium
STU08531,7.4,13,8.7,61,8.3,6.6,60.5,Medium
STU08532,8.9,4,1.6,83,6.6,5.4,26.5,Low
STU08533,8.2,8,1.6,100,8.6,5.1,38.5,Medium
STU08534,6.9,13,7.6,97,6.4,7.0,52.9,Medium
STU08535,5.7,10,10.4,99,8.0,1.2,48.3,Medium
STU08536,6.8,13,2.9,100,4.6,6.4,42.7,Medium
STU08537,4.1,11,6.1,68,4.1,5.1,54.7,Medium
STU08538,5.3,7,5.9,82,7.0,7.3,51.6,Medium
STU08539,7.8,3,8.0,60,9.7,1.8,38.7,Medium
STU08540,7.4,13,8.6,96,2.9,7.6,48.1,Medium
STU08541,5.0,4,1.8,76,1.8,2.9,24.3,Low
STU08542,4.7,6,9.3,86,9.1,1.7,50.3,Medium
STU08543,5.4,5,9.8,58,7.6,4.8,45.2,Medium
STU08544,5.1,4,10.0,60,5.5,4.9,49.6,Medium
STU08545,4.4,11,11.4,52,5.5,5.5,57.0,Medium
STU08546,7.2,10,8.5,76,1.1,5.9,38.5,Medium
STU08547,7.7,13,1.6,82,5.8,7.4,49.1,Medium
STU08548,5.0,6,10.0,89,4.4,1.9,37.0,Medium
STU08549,7.7,13,6.6,67,1.6,5.7,44.2,Medium
STU08550,9.1,0,9.5,96,4.2,7.9,33.1,Low
STU08551,6.5,0,1.3,80,4.4,3.5,17.2,Low
STU08552,4.7,14,10.9,51,7.1,1.7,65.9,High
STU08553,7.6,12,8.9,58,1.1,3.0,47.1,Medium
STU08554,9.4,12,4.9,82,9.1,5.1,43.2,Medium
STU08555,6.7,3,10.7,52,9.5,4.8,51.0,Medium
STU08556,4.9,12,8.9,69,1.9,7.1,49.1,Medium
STU08557,3.6,7,11.5,80,1.5,0.6,41.3,Medium
STU08558,3.7,9,5.7,59,5.9,6.5,53.3,Medium
STU08559,8.1,10,2.4,89,2.8,4.1,30.7,Low
STU08560,7.1,7,10.0,56,3.8,7.9,45.4,Medium
STU08561,7.0,15,6.6,49,2.0,6.5,48.8,Medium
STU08562,5.0,11,11.2,73,4.5,3.9,51.4,Medium
STU08563,6.2,8,2.8,68,3.7,1.9,32.6,Low
STU08564,8.3,8,9.8,51,6.0,7.2,49.6,Medium
STU08565,7.2,5,1.6,100,3.7,5.1,28.1,Low
STU08566,9.0,14,11.0,87,3.0,3.3,45.2,Medium
STU08567,3.5,8,5.3,42,4.6,6.0,52.6,Medium
STU08568,8.0,4,7.5,63,6.2,1.9,29.4,Low
STU08569,7.7,4,7.0,63,2.3,2.5,26.1,Low
STU08570,6.9,4,7.1,83,5.1,3.9,37.7,Medium
STU08571,7.9,1,11.4,84,4.1,3.3,35.0,Medium
STU08572,4.0,3,2.8,71,9.0,6.1,40.5,Medium
STU08573,6.0,7,9.1,41,7.0,7.9,59.8,Medium
STU08574,9.0,8,4.4,81,2.7,7.0,39.2,Medium
STU08575,4.0,13,4.5,60,6.1,4.3,52.4,Medium
STU08576,3.6,6,11.9,86,1.3,4.1,39.3,Medium
STU08577,4.4,15,8.2,83,8.8,3.1,65.0,High
STU08578,7.9,10,6.1,85,7.3,6.1,48.5,Medium
STU08579,6.2,8,3.7,64,4.2,3.2,35.0,Medium
STU08580,8.0,4,6.9,51,9.3,5.3,40.9,Medium
STU08581,7.9,14,6.4,98,8.1,5.4,53.8,Medium
STU08582,5.2,9,8.4,55,5.4,3.4,47.1,Medium
STU08583,7.3,11,2.2,49,2.5,6.4,38.2,Medium
STU08584,9.3,2,7.4,56,8.9,2.4,31.7,Low
STU08585,9.0,8,8.9,92,8.2,5.9,46.8,Medium
STU08586,4.6,5,6.9,70,7.4,2.8,39.0,Medium
STU08587,9.2,0,8.6,93,8.3,4.9,30.7,Low
STU08588,5.7,8,1.9,40,4.0,2.2,40.6,Medium
STU08589,5.2,5,2.4,98,6.0,5.6,33.4,Low
STU08590,7.5,6,8.9,54,9.2,2.3,45.8,Medium
STU08591,7.5,11,4.0,46,6.8,3.3,45.0,Medium
STU08592,8.8,0,11.6,44,2.6,1.3,25.7,Low
STU08593,9.3,11,10.2,100,4.4,0.5,39.6,Medium
STU08594,4.6,1,8.2,70,4.3,1.1,37.0,Medium
STU08595,6.6,10,8.2,80,2.9,3.0,42.2,Medium
STU08596,6.4,1,4.4,92,3.4,3.6,28.1,Low
STU08597,3.5,11,3.2,95,2.5,2.9,38.8,Medium
STU08598,7.7,11,1.7,100,8.7,4.3,44.6,Medium
STU08599,6.6,6,8.8,49,4.9,5.3,45.2,Medium
STU08600,4.5,10,1.5,90,5.0,7.2,49.1,Medium
STU08601,8.8,8,11.5,77,7.2,5.3,48.9,Medium
STU08602,4.4,7,3.8,41,8.9,5.6,54.3,Medium
STU08603,9.3,0,8.2,60,6.5,4.4,29.7,Low
STU08604,9.1,12,2.8,86,1.8,5.6,33.6,Low
STU08605,8.9,10,4.4,49,6.0,1.2,42.3,Medium
STU08606,3.5,6,9.0,90,0.5,2.9,32.7,Low
STU08607,5.7,13,6.7,94,7.6,4.7,51.8,Medium
STU08608,3.8,2,9.7,84,8.2,4.8,43.2,Medium
STU08609,3.9,12,3.1,63,3.2,1.4,39.5,Medium
STU08610,8.9,10,10.4,75,4.1,1.1,37.9,Medium
STU08611,8.5,11,8.8,68,5.5,7.5,53.5,Medium
STU08612,4.7,5,7.8,58,10.0,4.2,50.0,Medium
STU08613,8.6,14,2.9,41,7.5,1.8,46.5,Medium
STU08614,7.9,14,2.3,70,4.4,5.2,41.4,Medium
STU08615,3.7,15,8.2,67,2.2,5.6,60.9,Medium
STU08616,5.6,1,6.1,53,5.8,4.9,35.0,Medium
STU08617,7.7,14,8.1,87,7.4,6.9,53.9,Medium
STU08618,5.2,8,9.2,88,5.2,5.1,47.6,Medium
STU08619,8.7,6,10.5,61,5.9,6.8,49.8,Medium
STU08620,8.5,5,9.0,48,4.4,5.6,39.4,Medium
STU08621,6.6,14,3.4,68,2.8,3.9,39.3,Medium
STU08622,8.8,10,11.9,98,4.9,5.8,47.4,Medium
STU08623,6.9,3,11.9,71,4.8,5.1,44.9,Medium
STU08624,9.1,13,7.4,91,5.6,6.1,49.5,Medium
STU08625,6.3,6,6.6,84,6.3,6.7,46.0,Medium
STU08626,5.6,7,10.1,95,9.8,2.3,45.8,Medium
STU08627,7.5,5,8.6,87,8.3,6.5,39.8,Medium
STU08628,9.3,5,1.9,51,1.8,4.6,22.7,Low
STU08629,9.5,14,4.5,99,5.2,6.2,43.2,Medium
STU08630,5.8,7,5.7,59,0.8,2.3,38.5,Medium
STU08631,7.0,1,9.7,45,6.2,4.5,37.3,Medium
STU08632,4.8,11,9.2,65,7.8,1.9,51.2,Medium
STU08633,7.1,9,10.9,72,9.2,4.1,52.0,Medium
STU08634,7.5,3,5.3,91,6.8,7.4,39.5,Medium
STU08635,8.5,9,9.1,48,2.3,3.2,42.6,Medium
STU08636,6.1,6,10.9,47,2.6,1.7,45.9,Medium
STU08637,6.1,9,10.7,51,5.6,2.7,48.2,Medium
STU08638,6.4,5,3.1,74,5.1,0.7,29.0,Low
STU08639,7.4,11,6.7,85,1.3,5.5,42.2,Medium
STU08640,4.0,7,3.8,49,9.3,7.9,55.0,Medium
STU08641,8.4,5,3.8,63,3.9,5.8,32.9,Low
STU08642,7.2,8,1.5,89,6.7,7.2,39.3,Medium
STU08643,4.2,1,4.1,67,5.8,3.3,38.2,Medium
STU08644,3.8,10,2.9,50,6.4,2.8,48.6,Medium
STU08645,6.2,1,10.2,46,5.3,1.4,36.0,Medium
STU08646,6.2,10,1.9,62,3.0,0.5,33.6,Low
STU08647,6.6,12,7.0,64,7.6,1.8,46.2,Medium
STU08648,4.1,11,1.7,58,8.3,6.0,52.8,Medium
STU08649,6.4,13,5.0,43,2.3,1.6,43.1,Medium
STU08650,9.0,13,11.8,88,9.9,0.5,50.4,Medium
STU08651,8.1,0,9.2,46,2.7,3.1,25.6,Low
STU08652,3.5,2,10.8,76,2.7,7.4,44.4,Medium
STU08653,3.8,2,2.9,59,2.4,4.1,34.8,Low
STU08654,6.8,2,7.3,85,5.3,4.9,33.0,Low
STU08655,7.8,14,8.7,44,6.7,5.1,59.3,Medium
STU08656,4.9,7,3.0,48,5.8,2.1,42.4,Medium
STU08657,6.8,6,9.3,45,7.3,7.2,48.7,Medium
STU08658,6.3,3,9.9,49,7.2,6.1,48.1,Medium
STU08659,8.4,14,5.6,41,3.2,1.3,44.6,Medium
STU08660,3.8,0,10.7,48,1.1,2.3,34.7,Low
STU08661,6.2,14,10.2,81,0.9,1.1,42.0,Medium
STU08662,5.8,14,2.7,59,6.2,1.1,50.7,Medium
STU08663,9.0,6,5.7,65,7.6,0.9,29.2,Low
STU08664,4.7,3,6.9,63,3.3,7.1,44.7,Medium
STU08665,4.3,5,10.1,100,1.7,7.6,45.3,Medium
STU08666,7.8,15,5.6,74,1.8,4.6,49.5,Medium
STU08667,6.9,15,7.3,52,6.5,3.5,54.0,Medium
STU08668,5.0,5,8.5,82,0.8,4.5,38.9,Medium
STU08669,4.6,12,5.6,55,4.6,2.8,49.5,Medium
STU08670,7.0,14,2.5,97,3.6,7.3,44.9,Medium
STU08671,7.2,1,7.8,59,9.6,1.3,37.1,Medium
STU08672,6.6,8,1.0,71,4.9,6.3,37.0,Medium
STU08673,6.7,11,3.9,77,0.5,2.1,29.9,Low
STU08674,7.6,11,4.5,79,4.5,3.7,44.0,Medium
STU08675,8.6,13,7.9,44,3.1,5.4,52.3,Medium
STU08676,9.3,4,7.7,73,4.4,3.4,25.6,Low
STU08677,9.1,7,4.3,49,1.6,2.5,28.2,Low
STU08678,8.3,14,7.4,92,6.5,5.5,45.7,Medium
STU08679,5.9,11,9.4,100,2.5,3.8,45.9,Medium
STU08680,7.9,2,7.8,58,0.9,1.8,25.3,Low
STU08681,7.2,7,7.7,82,9.0,3.7,41.9,Medium
STU08682,4.6,3,5.0,99,9.2,5.4,44.6,Medium
STU08683,6.1,14,7.9,57,4.4,5.2,57.5,Medium
STU08684,5.3,12,8.1,65,6.6,4.1,57.0,Medium
STU08685,5.7,11,4.3,82,7.3,7.3,52.5,Medium
STU08686,4.3,7,4.0,60,5.1,7.5,50.8,Medium
STU08687,6.8,15,4.4,65,4.7,1.1,49.5,Medium
STU08688,8.2,2,3.5,77,6.6,1.0,22.1,Low
STU08689,7.3,0,4.9,54,9.3,4.0,39.2,Medium
STU08690,9.3,2,2.0,88,1.0,6.7,19.3,Low
STU08691,9.0,15,7.7,62,0.8,2.5,37.8,Medium
STU08692,9.5,9,3.3,65,4.0,7.8,38.3,Medium
STU08693,5.6,3,7.1,94,8.9,7.4,46.1,Medium
STU08694,6.3,7,9.0,60,1.8,2.7,40.9,Medium
STU08695,5.7,6,4.4,50,7.0,3.6,41.3,Medium
STU08696,9.0,15,5.4,60,1.9,6.0,42.4,Medium
STU08697,9.4,7,8.3,64,5.2,1.7,36.9,Medium
STU08698,7.1,5,3.3,63,6.9,5.1,32.5,Low
STU08699,4.0,7,4.5,73,2.8,2.9,34.8,Low
STU08700,4.0,15,9.5,54,3.2,2.7,54.0,Medium
STU08701,7.7,12,11.3,93,3.4,0.5,38.0,Medium
STU08702,6.1,15,1.9,64,4.3,5.8,48.7,Medium
STU08703,9.2,4,4.3,97,8.8,2.5,27.8,Low
STU08704,7.7,4,2.6,94,8.9,5.9,34.7,Low
STU08705,7.6,12,9.6,92,7.9,2.1,52.4,Medium
STU08706,3.8,10,11.4,91,0.7,3.2,49.8,Medium
STU08707,7.2,6,3.8,95,7.8,0.9,27.7,Low
STU08708,3.9,12,4.4,51,1.0,0.8,45.4,Medium
STU08709,5.2,15,5.5,56,7.7,6.9,66.1,High
STU08710,6.4,15,8.7,49,4.6,6.6,55.8,Medium
STU08711,8.0,3,10.7,86,0.9,5.0,27.3,Low
STU08712,7.4,2,9.4,96,3.5,6.7,34.5,Low
STU08713,8.5,12,1.3,96,1.4,1.3,28.2,Low
STU08714,5.6,11,4.1,52,6.8,0.8,50.2,Medium
STU08715,8.3,2,7.8,52,0.9,7.9,37.1,Medium
STU08716,9.0,2,6.6,43,9.9,4.3,37.0,Medium
STU08717,9.3,3,9.6,56,1.2,5.3,29.9,Low
STU08718,7.0,3,10.6,80,5.7,7.4,41.4,Medium
STU08719,7.8,12,8.2,79,7.4,5.5,56.3,Medium
STU08720,4.7,14,11.9,64,1.2,1.8,49.8,Medium
STU08721,4.3,8,1.3,88,0.5,6.3,33.8,Low
STU08722,9.3,8,11.8,61,4.7,5.7,47.1,Medium
STU08723,7.0,3,7.2,79,4.9,5.6,33.1,Low
STU08724,6.3,6,6.7,65,1.2,7.6,41.3,Medium
STU08725,8.8,7,1.6,70,7.2,6.8,36.8,Medium
STU08726,5.5,0,6.8,96,0.6,1.3,15.5,Low
STU08727,9.1,9,6.9,52,3.7,6.5,41.0,Medium
STU08728,8.4,8,6.7,97,1.6,5.2,35.8,Medium
STU08729,4.6,2,11.2,85,8.4,4.7,44.8,Medium
STU08730,9.1,14,4.5,63,4.1,5.9,45.5,Medium
STU08731,5.5,10,7.3,96,1.0,7.1,40.1,Medium
STU08732,3.6,3,6.7,41,8.3,6.5,52.3,Medium
STU08733,8.2,4,6.8,46,1.9,5.8,34.3,Low
STU08734,7.4,12,4.2,58,2.5,5.1,43.1,Medium
STU08735,5.0,0,11.6,61,5.7,2.0,34.5,Low
STU08736,4.7,4,11.5,95,2.6,4.1,34.7,Low
STU08737,9.2,0,3.2,77,3.1,5.9,16.9,Low
STU08738,4.0,9,11.1,40,5.7,6.3,60.1,Medium
STU08739,8.6,3,4.0,57,3.8,1.0,24.3,Low
STU08740,3.7,11,10.3,76,5.3,6.0,57.0,Medium
STU08741,7.3,0,1.5,91,4.7,1.7,20.0,Low
STU08742,7.6,7,11.5,50,2.2,1.6,43.8,Medium
STU08743,6.7,4,8.6,87,4.4,7.4,40.2,Medium
STU08744,6.5,1,10.0,48,9.0,5.9,43.8,Medium
STU08745,5.3,13,9.7,83,2.5,2.8,47.1,Medium
STU08746,8.3,2,4.7,57,4.6,7.6,33.4,Low
STU08747,6.1,3,4.0,78,0.8,2.0,19.9,Low
STU08748,4.5,3,9.1,46,5.5,3.8,45.3,Medium
STU08749,9.1,1,3.8,85,8.4,3.7,22.3,Low
STU08750,4.5,8,2.0,92,5.1,1.2,32.5,Low
STU08751,6.4,2,8.9,100,8.1,3.8,40.5,Medium
STU08752,5.6,11,3.3,47,1.0,6.9,43.3,Medium
STU08753,9.0,9,5.8,68,7.9,3.4,44.8,Medium
STU08754,5.8,0,1.5,59,8.3,0.6,27.6,Low
STU08755,9.3,5,3.7,97,5.4,5.4,26.9,Low
STU08756,4.4,10,6.1,73,8.9,7.2,60.0,Medium
STU08757,8.6,11,1.7,95,2.2,6.1,30.1,Low
STU08758,7.1,4,2.5,81,4.9,1.3,23.7,Low
STU08759,6.8,6,7.2,63,3.7,4.1,35.5,Medium
STU08760,4.1,9,3.3,69,9.5,6.4,55.4,Medium
STU08761,6.6,1,6.1,88,3.9,6.3,28.5,Low
STU08762,9.1,12,11.1,98,8.9,7.0,56.1,Medium
STU08763,4.3,0,10.0,76,7.0,3.2,43.5,Medium
STU08764,7.6,9,2.2,55,5.8,5.1,43.7,Medium
STU08765,7.1,5,8.4,90,2.3,2.0,33.3,Low
STU08766,7.7,13,7.9,88,8.1,5.1,55.8,Medium
STU08767,6.5,13,2.6,72,4.1,2.4,40.5,Medium
STU08768,7.3,7,10.5,63,7.8,2.2,47.8,Medium
STU08769,5.1,5,7.9,45,2.6,7.2,48.0,Medium
STU08770,7.7,15,8.4,53,6.1,7.3,56.2,Medium
STU08771,5.7,13,5.3,42,6.6,3.8,56.0,Medium
STU08772,3.7,12,7.9,82,6.4,4.2,60.1,Medium
STU08773,9.3,12,4.0,86,0.5,7.7,36.3,Medium
STU08774,4.3,8,4.6,50,8.2,4.2,51.5,Medium
STU08775,3.9,4,9.6,45,8.5,5.8,51.2,Medium
STU08776,5.6,15,10.6,92,5.1,4.4,53.0,Medium
STU08777,8.9,12,5.3,95,4.2,6.4,36.2,Medium
STU08778,7.0,15,1.7,97,9.3,4.2,49.1,Medium
STU08779,6.3,14,8.3,96,9.9,1.3,53.0,Medium
STU08780,6.2,3,7.7,64,9.5,4.7,40.4,Medium
STU08781,7.1,12,9.7,99,7.6,3.5,52.5,Medium
STU08782,5.2,2,3.4,82,7.5,3.2,35.3,Medium
STU08783,5.9,4,11.9,47,5.7,6.9,48.5,Medium
STU08784,5.2,1,10.9,68,7.5,5.4,46.4,Medium
STU08785,8.1,4,4.1,100,4.8,0.6,23.0,Low
STU08786,6.4,13,1.5,82,8.3,3.1,45.4,Medium
STU08787,5.1,5,8.1,97,1.0,7.5,39.6,Medium
STU08788,5.9,7,7.3,62,7.8,2.2,45.2,Medium
STU08789,7.3,14,5.1,81,6.8,5.0,48.2,Medium
STU08790,7.2,15,10.1,88,4.6,0.8,51.0,Medium
STU08791,3.6,10,8.7,46,5.4,7.3,62.6,Medium
STU08792,4.8,9,2.6,82,4.9,5.7,41.9,Medium
STU08793,6.8,10,11.2,41,9.8,2.8,58.1,Medium
STU08794,6.8,9,3.5,82,9.5,2.3,43.2,Medium
STU08795,7.6,1,5.2,72,5.2,5.9,29.4,Low
STU08796,3.6,6,4.5,71,9.5,4.0,43.3,Medium
STU08797,5.8,12,3.5,71,3.9,6.1,48.5,Medium
STU08798,5.8,9,11.1,98,6.5,3.5,45.8,Medium
STU08799,7.2,9,1.2,94,9.2,1.7,39.0,Medium
STU08800,6.2,7,4.5,54,0.9,5.0,33.4,Low
STU08801,6.4,12,5.1,98,6.9,1.1,40.1,Medium
STU08802,8.6,9,1.9,47,8.8,5.3,39.0,Medium
STU08803,9.5,15,5.5,83,6.0,7.2,48.0,Medium
STU08804,8.7,15,6.1,88,3.2,3.4,41.8,Medium
STU08805,4.6,8,2.2,84,2.5,6.7,41.6,Medium
STU08806,6.4,4,2.2,49,10.0,1.2,33.0,Low
STU08807,5.2,1,2.1,94,9.6,3.5,32.0,Low
STU08808,5.5,5,9.6,58,3.5,3.7,46.1,Medium
STU08809,6.7,7,9.1,78,3.1,5.9,43.3,Medium
STU08810,5.9,4,11.9,48,2.3,7.7,51.7,Medium
STU08811,5.6,9,6.8,93,2.2,4.7,40.9,Medium
STU08812,8.8,11,6.8,97,9.7,5.9,46.6,Medium
STU08813,9.1,12,5.9,91,5.6,6.6,48.0,Medium
STU08814,4.7,2,7.7,67,1.3,6.1,35.3,Medium
STU08815,8.9,6,8.2,50,4.6,5.6,36.1,Medium
STU08816,4.5,2,2.0,76,6.0,7.4,40.2,Medium
STU08817,8.8,0,3.1,92,4.8,0.8,18.5,Low
STU08818,4.2,8,1.5,89,2.5,5.5,31.7,Low
STU08819,5.1,3,8.7,67,2.5,2.9,30.8,Low
STU08820,6.1,7,4.6,52,8.1,6.4,50.8,Medium
STU08821,6.5,2,7.5,80,8.5,3.1,39.5,Medium
STU08822,4.5,7,3.1,71,2.3,7.2,35.8,Medium
STU08823,7.0,0,5.4,77,7.9,8.0,41.0,Medium
STU08824,9.0,11,8.5,74,2.5,1.9,36.4,Medium
STU08825,6.2,3,5.0,92,7.1,1.5,32.3,Low
STU08826,9.5,13,4.1,56,9.4,0.9,42.9,Medium
STU08827,8.6,3,6.3,88,4.4,7.2,35.2,Medium
STU08828,4.0,11,9.0,82,4.9,1.9,52.7,Medium
STU08829,5.2,10,9.4,83,0.8,5.1,48.0,Medium
STU08830,4.4,2,9.6,60,2.4,6.1,37.0,Medium
STU08831,9.4,4,1.1,59,2.8,6.2,22.8,Low
STU08832,7.7,3,5.1,88,5.5,4.5,33.0,Low
STU08833,6.0,2,4.5,92,1.5,3.2,27.4,Low
STU08834,8.8,14,5.8,52,4.2,3.6,44.1,Medium
STU08835,3.7,3,6.2,55,4.1,4.9,37.2,Medium
STU08836,8.5,8,3.5,58,5.0,1.3,32.8,Low
STU08837,5.5,8,9.4,65,4.4,2.3,40.2,Medium
STU08838,9.2,1,11.6,78,5.1,7.0,39.1,Medium
STU08839,6.1,15,11.8,55,6.2,4.3,65.7,High
STU08840,4.5,8,5.3,49,7.5,5.9,48.4,Medium
STU08841,7.2,11,11.8,58,0.8,4.5,45.0,Medium
STU08842,8.2,3,9.2,87,0.7,7.5,33.5,Low
STU08843,4.4,11,6.5,51,9.2,6.3,62.3,Medium
STU08844,3.5,3,10.8,51,7.3,0.6,47.9,Medium
STU08845,9.3,1,4.2,64,4.9,4.3,28.0,Low
STU08846,7.6,2,11.5,41,9.9,5.4,51.3,Medium
STU08847,7.6,14,10.2,100,9.9,6.7,64.6,Medium
STU08848,6.1,15,2.5,50,6.4,5.2,49.9,Medium
STU08849,7.2,11,1.3,96,9.4,2.8,43.2,Medium
STU08850,9.5,2,3.1,89,2.3,1.4,12.0,Low
STU08851,8.3,6,2.2,64,1.3,5.6,30.4,Low
STU08852,7.7,1,3.4,49,4.9,7.8,35.8,Medium
STU08853,7.6,2,2.9,82,2.8,4.7,21.1,Low
STU08854,5.4,0,1.6,57,1.5,0.9,21.2,Low
STU08855,8.9,7,7.4,72,8.1,3.1,35.7,Medium
STU08856,8.2,9,1.0,78,5.4,4.5,33.7,Low
STU08857,7.3,3,5.8,69,1.7,6.3,30.3,Low
STU08858,6.9,10,5.1,96,6.4,2.2,39.7,Medium
STU08859,8.6,11,7.1,44,1.6,4.8,45.2,Medium
STU08860,5.0,6,3.9,57,2.8,2.8,37.2,Medium
STU08861,8.4,4,6.4,49,8.5,5.8,42.8,Medium
STU08862,7.6,6,9.3,45,9.7,5.2,50.0,Medium
STU08863,6.9,13,6.1,51,8.1,3.2,52.9,Medium
STU08864,8.6,3,1.2,95,2.8,7.7,21.4,Low
STU08865,6.1,14,3.4,57,1.8,3.3,48.0,Medium
STU08866,6.4,3,10.5,99,3.2,7.9,39.7,Medium
STU08867,8.6,4,6.3,47,3.8,4.0,31.9,Low
STU08868,9.4,0,9.9,72,7.3,3.0,26.2,Low
STU08869,5.5,10,8.7,71,3.5,1.1,44.6,Medium
STU08870,8.0,5,6.5,45,6.8,5.3,38.6,Medium
STU08871,6.0,14,9.8,68,4.1,3.0,57.0,Medium
STU08872,6.9,3,9.5,66,3.7,2.2,29.9,Low
STU08873,4.1,1,7.5,62,9.0,7.1,46.1,Medium
STU08874,5.0,3,1.7,88,7.1,1.0,31.4,Low
STU08875,5.2,5,4.8,64,1.6,1.3,30.4,Low
STU08876,6.6,4,2.4,73,9.2,3.0,30.1,Low
STU08877,8.7,10,8.9,76,2.9,0.6,37.7,Medium
STU08878,5.3,3,4.6,46,5.2,4.8,41.1,Medium
STU08879,6.9,11,3.8,71,4.3,5.9,45.9,Medium
STU08880,9.4,2,6.1,48,5.3,1.3,29.7,Low
STU08881,3.7,14,9.8,98,5.9,4.4,59.4,Medium
STU08882,5.1,6,10.0,40,4.5,5.8,48.3,Medium
